RagaID,RagaName,Mu,Sigma
209,ShyamKedar,31.54014547968751,8.369618970042222
210,SindhuraChhaya,32.11782787227791,8.191884086072102
211,Sindura,37.352863823653685,9.619533748015886
212,Sohni,35.85485752289924,9.670522545062306
213,Sorath,35.121157329427696,9.10441987477211
214,SourashtraTank,36.16387851750093,10.386904196250235
215,Sourashtrabhairav,30.81046519619304,8.407573576396716
216,Sugharayi,30.81046519619304,8.407573576396716
217,SughariKanhada,29.258173393632678,8.475565380991135
218,Suha,29.717334425171366,8.267850760130518
219,SurMalhar,38.46041024488826,9.549876751927828
220,Tanki,30.695672361281087,8.571341797294423
221,TilakKamod,30.068516499360904,9.065994984902941
222,Tilang,33.360677216757104,8.955430017912091
223,TodiRabheri,34.607250484912655,9.261921929513402
224,Triveni,30.10957412500102,8.889060607293544
225,UdanChandrika,42.091075113047,11.111628081164033
226,UdasiBhairav,34.5058660945422,9.576163429886849
227,Uttarigunakali,35.03827164707412,9.949084518345108
228,Vachaspati,38.02063027999056,9.493746226911915
229,Vasanth,32.76942346354488,9.52259719036724
230,Vasanthmukhari,34.49597158466514,10.471134950759302
231,Vibhas,36.69696604251762,9.606742789508557
232,Vihang,34.926913636723825,9.96723088350759
233,Vijay,33.10316142334777,9.126904321391045
234,ViranchMukhi,33.67526658454786,9.0424271362035
235,Yaman(Kalyaan),33.91061281364625,9.140641918245878
236,YamanKalyan,35.628619766314074,9.418743101950069
